Type,Title,Content,Sender_brand,Topic_category,Suspicion_level,LLM_likeness,Language_style,Phishing_technique,Is_Phishing,Model_Source,Text
SMS,Brak,Gratulacje! Zostales wylosowany w loterii sieci Play. Wygrales konsole PlayStation 5. Oplac dostawe: play-loteria-nagrody.xyz/win/10K3,Play,Prize / lottery / voucher,5,3,rushed-marketing,fake prize / win,True,gemini_3,"[TYPE] SMS
[SENDER] Play
[TITLE] Brak
[CONTENT] Gratulacje! Zostales wylosowany w loterii sieci Play. Wygrales konsole PlayStation 5. Oplac dostawe: play-loteria-nagrody.xyz/win/10K3"
E-mail,Wirus na Twoim koncie hostingowym,"Szanowny Kliencie, wykrylismy zlosliwe oprogramowanie na Twoim serwerze. Wirus ten rozsyla spam i obciaza lacza. Twoje konto hostingowe zostalo tymczasowo zablokowane. Aby je odblokowac, musisz usunac zainfekowane pliki. Jesli potrzebujesz pomocy, skorzystaj z naszej uslugi czyszczenia serwera. Kliknij tutaj: hosting-security-cleaner-service.net/fix/10K3 . Brak reakcji w ciagu 24h spowoduje usuniecie wszystkich danych z serwera. Dzialaj szybko.",Inny,Data / certificate update,5,3,formal-corporate,fake security update,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Wirus na Twoim koncie hostingowym
[CONTENT] Szanowny Kliencie, wykrylismy zlosliwe oprogramowanie na Twoim serwerze. Wirus ten rozsyla spam i obciaza lacza. Twoje konto hostingowe zostalo tymczasowo zablokowane. Aby je odblokowac, musisz usunac zainfekowane pliki. Jesli potrzebujesz pomocy, skorzystaj z naszej uslugi czyszczenia serwera. Kliknij tutaj: hosting-security-cleaner-service.net/fix/10K3 . Brak reakcji w ciagu 24h spowoduje usuniecie wszystkich danych z serwera. Dzialaj szybko."
SMS,Brak,Kod do odbioru zamowienia: 4927. Numer: 4P8K3M7L2Q. W x-kom.,x-kom,Parcel pickup,1,2,formal-corporate,brak,False,grok_4.1,"[TYPE] SMS
[SENDER] x-kom
[TITLE] Brak
[CONTENT] Kod do odbioru zamowienia: 4927. Numer: 4P8K3M7L2Q. W x-kom."
E-mail,ZUS: Blokada PUE,"Szanowny Uzytkowniku, Twoje konto PUE ZUS zostalo zablokowane z powodu podejrzanej aktywnosci. Odblokuj je tutaj: [zus-pue-security-unlock.com/verify/10L1](https://www.google.com/search?q=https://zus-pue-security-unlock.com/verify/10L1) . Masz 24h na reakcje. ZUS.",ZUS,Account block warning,5,4,official-bureaucratic,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] ZUS
[TITLE] ZUS: Blokada PUE
[CONTENT] Szanowny Uzytkowniku, Twoje konto PUE ZUS zostalo zablokowane z powodu podejrzanej aktywnosci. Odblokuj je tutaj: [zus-pue-security-unlock.com/verify/10L1](https://www.google.com/search?q=https://zus-pue-security-unlock.com/verify/10L1) . Masz 24h na reakcje. ZUS."
SMS,Brak,"Santander: Wykryto nowe urzadzenie logujace sie na Twoje konto. Jesli to nie Ty, zablokuj dostep natychmiast: [santander-bezpieczenstwo-alert.com/block/82910](https://www.google.com/search?q=https://santander-bezpieczenstwo-alert.com/block/82910)",Inny,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Santander: Wykryto nowe urzadzenie logujace sie na Twoje konto. Jesli to nie Ty, zablokuj dostep natychmiast: [santander-bezpieczenstwo-alert.com/block/82910](https://www.google.com/search?q=https://santander-bezpieczenstwo-alert.com/block/82910)"
SMS,Brak,Uwaga! Twój kod odbioru paczki to 5279. Zabezpiecz go przed niepowołanym dostępem.,Poczta Polska,Parcel pickup,1,3,very correct corporate,brak,False,deepseek_r1,"[TYPE] SMS
[SENDER] Poczta Polska
[TITLE] Brak
[CONTENT] Uwaga! Twój kod odbioru paczki to 5279. Zabezpiecz go przed niepowołanym dostępem."
E-mail,Powiadomienie o nowej e-Recepcie na Internetowym Koncie Pacjenta,"Szanowny Pacjencie, Ministerstwo Zdrowia uprzejmie informuje, ze w systemie e-Zdrowie zostala wystawiona dla Ciebie nowa e-Recepta przez lekarza pierwszego kontaktu, ktora jest gotowa do realizacji w dowolnej aptece na terenie calego kraju. Recepta obejmuje leki refundowane i wymaga okazania farmaceucie specjalnego czterocyfrowego kodu, ktory przeslalismy w formie pliku PDF zabezpieczonego haslem, z uwagi na ochrone danych medycznych. Aby poznac kod odbioru oraz szczegoly przepisanych lekow, prosimy o pobranie dokumentu weryfikacyjnego z naszego oficjalnego serwera medycznego: e-zdrowie-gov-recepta.pl/download/83M1K . Pamietaj, ze e-Recepta jest wazna tylko przez 30 dni od daty wystawienia, dlatego zalecamy jak najszybsze wykupienie lekow, aby kontynuowac zalecana terapie. Wiadomosc zostala wygenerowana automatycznie, prosimy nie przesylac na nia odpowiedzi.",Inny,US/ZUS notification,4,4,official-bureaucratic,fake security update,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Powiadomienie o nowej e-Recepcie na Internetowym Koncie Pacjenta
[CONTENT] Szanowny Pacjencie, Ministerstwo Zdrowia uprzejmie informuje, ze w systemie e-Zdrowie zostala wystawiona dla Ciebie nowa e-Recepta przez lekarza pierwszego kontaktu, ktora jest gotowa do realizacji w dowolnej aptece na terenie calego kraju. Recepta obejmuje leki refundowane i wymaga okazania farmaceucie specjalnego czterocyfrowego kodu, ktory przeslalismy w formie pliku PDF zabezpieczonego haslem, z uwagi na ochrone danych medycznych. Aby poznac kod odbioru oraz szczegoly przepisanych lekow, prosimy o pobranie dokumentu weryfikacyjnego z naszego oficjalnego serwera medycznego: e-zdrowie-gov-recepta.pl/download/83M1K . Pamietaj, ze e-Recepta jest wazna tylko przez 30 dni od daty wystawienia, dlatego zalecamy jak najszybsze wykupienie lekow, aby kontynuowac zalecana terapie. Wiadomosc zostala wygenerowana automatycznie, prosimy nie przesylac na nia odpowiedzi."
SMS,Brak,"BLIK: Otrzymales przelew na telefon 250 PLN. Kliknij link, aby odebrac srodki na swoje konto: blik-odbior-gotowki-online.eu/claim/93K2",Inny,Payment / refund,5,2,formal-corporate,fake refund / overpayment,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] BLIK: Otrzymales przelew na telefon 250 PLN. Kliknij link, aby odebrac srodki na swoje konto: blik-odbior-gotowki-online.eu/claim/93K2"
E-mail,Faktura pro forma nr 948201/2025,"Szanowni Panstwo, w zalaczeniu przesylamy fakture pro forma dotyczaca zlozonych zamowien na uslugi hostingowe, ktore wygasaja w nadchodzacym tygodniu i wymagaja pilnego odnowienia. Prosimy o dokonanie platnosci w kwocie 499,00 PLN brutto na wskazany w dokumencie numer rachunku bankowego w nieprzekraczalnym terminie 3 dni, aby zapewnic ciaglosc dzialania Panstwa stron internetowych i kont pocztowych. Po zaksiegowaniu wplaty wystawimy i przeslemy wlasciwa fakture VAT, ktora bedzie podstawa do rozliczenia kosztow w ksiegowosci. W przypadku braku wplaty w wyznaczonym terminie, uslugi zostana automatycznie zawieszone, co moze skutkowac utrata danych oraz brakiem dostepu do poczty e-mail. W razie pytan dotyczacych platnosci lub zakresu uslug, prosimy o kontakt z naszym dzialem rozliczen pod adresem faktury@hosting-domeny.pl.",Inny,Payment / refund,3,2,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Faktura pro forma nr 948201/2025
[CONTENT] Szanowni Panstwo, w zalaczeniu przesylamy fakture pro forma dotyczaca zlozonych zamowien na uslugi hostingowe, ktore wygasaja w nadchodzacym tygodniu i wymagaja pilnego odnowienia. Prosimy o dokonanie platnosci w kwocie 499,00 PLN brutto na wskazany w dokumencie numer rachunku bankowego w nieprzekraczalnym terminie 3 dni, aby zapewnic ciaglosc dzialania Panstwa stron internetowych i kont pocztowych. Po zaksiegowaniu wplaty wystawimy i przeslemy wlasciwa fakture VAT, ktora bedzie podstawa do rozliczenia kosztow w ksiegowosci. W przypadku braku wplaty w wyznaczonym terminie, uslugi zostana automatycznie zawieszone, co moze skutkowac utrata danych oraz brakiem dostepu do poczty e-mail. W razie pytan dotyczacych platnosci lub zakresu uslug, prosimy o kontakt z naszym dzialem rozliczen pod adresem faktury@hosting-domeny.pl."
Email,Voucher promocyjny,"Szanowny Kliencie, otrzymales voucher w Media Expert. Kod uzycia 4927. Wazny miesiac.",Media Expert,Prize / lottery / voucher,2,3,rushed-marketing,brak,False,grok_4.1,"[TYPE] Email
[SENDER] Media Expert
[TITLE] Voucher promocyjny
[CONTENT] Szanowny Kliencie, otrzymales voucher w Media Expert. Kod uzycia 4927. Wazny miesiac."
E-mail,HBO Max: Platnosc nieudana,"Czesc, nie udalo nam sie pobrac oplaty za Twoja subskrypcje HBO Max. Twoje konto zostalo tymczasowo zawieszone. Aby przywrocic dostep, zaktualizuj dane karty platniczej: [hbomax-billing-update-service.com/fix/10M1](https://www.google.com/search?q=https://hbomax-billing-update-service.com/fix/10M1) . Nie pozwol, by ominely Cie nowe odcinki. Zespol HBO.",Inny,Subscription renewal,4,3,rushed-marketing,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] HBO Max: Platnosc nieudana
[CONTENT] Czesc, nie udalo nam sie pobrac oplaty za Twoja subskrypcje HBO Max. Twoje konto zostalo tymczasowo zawieszone. Aby przywrocic dostep, zaktualizuj dane karty platniczej: [hbomax-billing-update-service.com/fix/10M1](https://www.google.com/search?q=https://hbomax-billing-update-service.com/fix/10M1) . Nie pozwol, by ominely Cie nowe odcinki. Zespol HBO."
SMS,Brak,Kod odbioru paczki DPD Pickup: 7492. Przesylka czeka w sklepie Zabka przy ul. Polnej 2. Odbierz do 27.01.2025.,DPD,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] DPD
[TITLE] Brak
[CONTENT] Kod odbioru paczki DPD Pickup: 7492. Przesylka czeka w sklepie Zabka przy ul. Polnej 2. Odbierz do 27.01.2025."
E-mail,Wazne: Weryfikacja tozsamosci w banku ING,"Szanowny Kliencie, w ramach przeciwdzialania praniu pieniedzy (AML) oraz finansowaniu terroryzmu, bank ING jest zobowiazany do cyklicznej weryfikacji danych swoich klientow. Twoje konto zostalo wytypowane do aktualizacji dokumentow tozsamosci. Prosimy o zalogowanie sie do specjalnego portalu weryfikacyjnego pod adresem: ing-pl-weryfikacja-tozsamosci.net/auth/10L3 i przeslanie skanu dowodu osobistego. Proces ten jest w pelni zaszyfrowany i bezpieczny. Brak aktualizacji danych w ciagu 3 dni roboczych spowoduje tymczasowa blokade rachunku bankowego oraz kart platniczych. Prosimy o powazne potraktowanie tego komunikatu i szybkie dopelnienie formalnosci. Dziekujemy za wspolprace.",ING,Data / certificate update,5,4,official-bureaucratic,fake security update,True,gemini_3,"[TYPE] E-mail
[SENDER] ING
[TITLE] Wazne: Weryfikacja tozsamosci w banku ING
[CONTENT] Szanowny Kliencie, w ramach przeciwdzialania praniu pieniedzy (AML) oraz finansowaniu terroryzmu, bank ING jest zobowiazany do cyklicznej weryfikacji danych swoich klientow. Twoje konto zostalo wytypowane do aktualizacji dokumentow tozsamosci. Prosimy o zalogowanie sie do specjalnego portalu weryfikacyjnego pod adresem: ing-pl-weryfikacja-tozsamosci.net/auth/10L3 i przeslanie skanu dowodu osobistego. Proces ten jest w pelni zaszyfrowany i bezpieczny. Brak aktualizacji danych w ciagu 3 dni roboczych spowoduje tymczasowa blokade rachunku bankowego oraz kart platniczych. Prosimy o powazne potraktowanie tego komunikatu i szybkie dopelnienie formalnosci. Dziekujemy za wspolprace."
SMS,Brak,Wygrana bon w RTV Euro AGD. Odbierz na rtveuro-win.pl/bon/5T8R3Q7P2M1M.,RTV Euro AGD,Prize / lottery / voucher,4,3,colloquial,fake prize / win,True,grok_4.1,"[TYPE] SMS
[SENDER] RTV Euro AGD
[TITLE] Brak
[CONTENT] Wygrana bon w RTV Euro AGD. Odbierz na rtveuro-win.pl/bon/5T8R3Q7P2M1M."
E-mail,Allegro: Podejrzenie naruszenia zasad,"Twoje konto na Allegro zostalo oflagowane przez nasz system bezpieczenstwa. Otrzymalismy zgloszenia o sprzedazy przedmiotow podrobionych. Aby uniknac trwalej blokady konta, musisz zlozyc wyjasnienia w ciagu 24 godzin. Skorzystaj z formularza: [allegro-pomoc-weryfikacja-konta.com/form/82K1](https://www.google.com/search?q=https://allegro-pomoc-weryfikacja-konta.com/form/82K1) . Brak odpowiedzi skutkowac bedzie usunieciem wszystkich ofert i zawieszeniem konta. Czekamy na wyjasnienia.",Allegro,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] Allegro
[TITLE] Allegro: Podejrzenie naruszenia zasad
[CONTENT] Twoje konto na Allegro zostalo oflagowane przez nasz system bezpieczenstwa. Otrzymalismy zgloszenia o sprzedazy przedmiotow podrobionych. Aby uniknac trwalej blokady konta, musisz zlozyc wyjasnienia w ciagu 24 godzin. Skorzystaj z formularza: [allegro-pomoc-weryfikacja-konta.com/form/82K1](https://www.google.com/search?q=https://allegro-pomoc-weryfikacja-konta.com/form/82K1) . Brak odpowiedzi skutkowac bedzie usunieciem wszystkich ofert i zawieszeniem konta. Czekamy na wyjasnienia."
SMS,Brak,Masz nowa wiadomosc glosowa. Odslychaj ja tutaj: [poczta-glosowa-mobile.com/play/92M3](https://www.google.com/search?q=https://poczta-glosowa-mobile.com/play/92M3) . Oplata wg cennika.,Inny,Inny,5,2,colloquial,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Masz nowa wiadomosc glosowa. Odslychaj ja tutaj: [poczta-glosowa-mobile.com/play/92M3](https://www.google.com/search?q=https://poczta-glosowa-mobile.com/play/92M3) . Oplata wg cennika."
E-mail,Paczka InPost przekracza dopuszczalne wymiary,"Dzien dobry, Twoja przesylka o numerze referencyjnym 6382P2M1K9 zostala wstrzymana w naszym magazynie centralnym, poniewaz jej faktyczne wymiary i waga przekraczaja deklarowane w systemie limity dla wybranego gabarytu skrytki Paczkomatowej. Zgodnie z regulaminem uslug InPost, doreczenie paczki o niestandardowych wymiarach wymaga wniesienia doplaty logistycznej w wysokosci 4,50 PLN, ktora pokryje koszty specjalistycznego transportu lub przekierowania do Punktu Obslugi Paczek. Aby uregulowac naleznosc i wznowic proces wysylki, prosimy o skorzystanie z naszego szybkiego i bezpiecznego systemu platnosci internetowych pod adresem: inpost-doplata-waga.pl/paczka/83M2K . Brak doplaty w ciagu 48 godzin bedzie skutkowal przymusowym zwrotem przesylki do nadawcy na Twoj koszt, co znaczaco opozni otrzymanie oczekiwanego towaru. Dziekujemy za zrozumienie i przepraszamy za wydluzony czas oczekiwania, ktory wynika wylacznie z dbalosci o bezpieczenstwo transportowanych dobr.",InPost,Parcel tracking,4,4,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] InPost
[TITLE] Paczka InPost przekracza dopuszczalne wymiary
[CONTENT] Dzien dobry, Twoja przesylka o numerze referencyjnym 6382P2M1K9 zostala wstrzymana w naszym magazynie centralnym, poniewaz jej faktyczne wymiary i waga przekraczaja deklarowane w systemie limity dla wybranego gabarytu skrytki Paczkomatowej. Zgodnie z regulaminem uslug InPost, doreczenie paczki o niestandardowych wymiarach wymaga wniesienia doplaty logistycznej w wysokosci 4,50 PLN, ktora pokryje koszty specjalistycznego transportu lub przekierowania do Punktu Obslugi Paczek. Aby uregulowac naleznosc i wznowic proces wysylki, prosimy o skorzystanie z naszego szybkiego i bezpiecznego systemu platnosci internetowych pod adresem: inpost-doplata-waga.pl/paczka/83M2K . Brak doplaty w ciagu 48 godzin bedzie skutkowal przymusowym zwrotem przesylki do nadawcy na Twoj koszt, co znaczaco opozni otrzymanie oczekiwanego towaru. Dziekujemy za zrozumienie i przepraszamy za wydluzony czas oczekiwania, ktory wynika wylacznie z dbalosci o bezpieczenstwo transportowanych dobr."
SMS,Brak,T-Mobile: Faktura F/2025/01/9382 na kwote 65 PLN jest dostepna. Termin platnosci 15.02.2025. Pobierz z aplikacji.,T-Mobile,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] T-Mobile
[TITLE] Brak
[CONTENT] T-Mobile: Faktura F/2025/01/9382 na kwote 65 PLN jest dostepna. Termin platnosci 15.02.2025. Pobierz z aplikacji."
E-mail,Ostrzezenie bezpieczenstwa o wirusie na komputerze,"Uzytkowniku, nasz system antywirusowy wykryl na Twoim komputerze obecnosc zlosliwego oprogramowania typu Trojan, ktore zostalo zainstalowane wczoraj podczas pobierania nieznanego pliku z sieci. Wirus ten probuje w tle przechwytywac Twoje hasla do kont bankowych i mediow spolecznosciowych, co moze doprowadzic do kradziezy wszystkich Twoich oszczednosci w ciagu kilku godzin. Pobierz darmowe narzedzie naprawcze z naszej strony zaufanego partnera bezpieczenstwa: [antywirus-skaner-bezpieczenstwo.com/download/102M3](https://www.google.com/search?q=https://antywirus-skaner-bezpieczenstwo.com/download/102M3) i uruchom pelne skanowanie systemu operacyjnego. Zignorowanie tego komunikatu niesie ze soba ogromne ryzyko utraty dostepu do wszystkich danych na dysku twardym poprzez ich zaszyfrowanie przez oprogramowanie ransomware. Twoj adres IP zostal juz oznaczony w rejestrze jako zagrozony, dzialaj szybko.",Inny,Data / certificate update,5,3,colloquial,fake security update,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Ostrzezenie bezpieczenstwa o wirusie na komputerze
[CONTENT] Uzytkowniku, nasz system antywirusowy wykryl na Twoim komputerze obecnosc zlosliwego oprogramowania typu Trojan, ktore zostalo zainstalowane wczoraj podczas pobierania nieznanego pliku z sieci. Wirus ten probuje w tle przechwytywac Twoje hasla do kont bankowych i mediow spolecznosciowych, co moze doprowadzic do kradziezy wszystkich Twoich oszczednosci w ciagu kilku godzin. Pobierz darmowe narzedzie naprawcze z naszej strony zaufanego partnera bezpieczenstwa: [antywirus-skaner-bezpieczenstwo.com/download/102M3](https://www.google.com/search?q=https://antywirus-skaner-bezpieczenstwo.com/download/102M3) i uruchom pelne skanowanie systemu operacyjnego. Zignorowanie tego komunikatu niesie ze soba ogromne ryzyko utraty dostepu do wszystkich danych na dysku twardym poprzez ich zaszyfrowanie przez oprogramowanie ransomware. Twoj adres IP zostal juz oznaczony w rejestrze jako zagrozony, dzialaj szybko."
E-mail,Kurier DPD - Twoja paczka jest w drodze,"Dzien dobry, informujemy, ze kurier DPD odebral Twoja paczke od nadawcy i jest ona w trakcie transportu do oddzialu doreczajacego. Przewidywany termin doreczenia to nastepny dzien roboczy. Numer listu przewozowego: 0000192837465. Mozesz sledzic status przesylki oraz ewentualnie zmienic date doreczenia na stronie https://www.google.com/search?q=dpd.com.pl lub w naszej aplikacji mobilnej. W dniu doreczenia otrzymasz powiadomienie z przedzialem godzinowym przyjazdu kuriera. Dziekujemy za wybor DPD.",DPD,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] DPD
[TITLE] Kurier DPD - Twoja paczka jest w drodze
[CONTENT] Dzien dobry, informujemy, ze kurier DPD odebral Twoja paczke od nadawcy i jest ona w trakcie transportu do oddzialu doreczajacego. Przewidywany termin doreczenia to nastepny dzien roboczy. Numer listu przewozowego: 0000192837465. Mozesz sledzic status przesylki oraz ewentualnie zmienic date doreczenia na stronie https://www.google.com/search?q=dpd.com.pl lub w naszej aplikacji mobilnej. W dniu doreczenia otrzymasz powiadomienie z przedzialem godzinowym przyjazdu kuriera. Dziekujemy za wybor DPD."
E-mail,Twoje zamowienie w RTV Euro AGD - wyslane,"Dzien dobry, Twoje zamowienie nr 38291029 zlozone w sklepie RTV Euro AGD zostalo skompletowane i przekazane firmie kurierskiej. Przewidywany termin doreczenia to 1-2 dni robocze. Numer listu przewozowego: 0000293847102. Mozesz sledzic status przesylki na stronie przewoznika. Faktura VAT w formie elektronicznej zostanie przeslana w osobnej wiadomosci po doreczeniu towaru. Dziekujemy za zakupy w naszym sklepie i zapraszamy ponownie. Zespol RTV Euro AGD.",RTV Euro AGD,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] RTV Euro AGD
[TITLE] Twoje zamowienie w RTV Euro AGD - wyslane
[CONTENT] Dzien dobry, Twoje zamowienie nr 38291029 zlozone w sklepie RTV Euro AGD zostalo skompletowane i przekazane firmie kurierskiej. Przewidywany termin doreczenia to 1-2 dni robocze. Numer listu przewozowego: 0000293847102. Mozesz sledzic status przesylki na stronie przewoznika. Faktura VAT w formie elektronicznej zostanie przeslana w osobnej wiadomosci po doreczeniu towaru. Dziekujemy za zakupy w naszym sklepie i zapraszamy ponownie. Zespol RTV Euro AGD."
E-mail,Wniosek o 800+ wymaga korekty,"Szanowny Rodzicu, weryfikacja Twojego wniosku o świadczenie wychowawcze 800+ wykazała nieścisłości w danych dotyczących dochodów członków rodziny. Aby uniknąć wstrzymania wypłaty świadczenia na kolejne miesiące, konieczne jest złożenie korekty wniosku oraz dołączenie wymaganych załączników. Proces ten możesz przeprowadzić w pełni online, logując się do specjalnego panelu weryfikacyjnego ZUS: 800plus-korekta-wniosku.pl/login/9s2d1v. Masz na to 7 dni od daty otrzymania tej wiadomości, po tym czasie wniosek zostanie odrzucony bez możliwości odwołania.",ZUS,Data / certificate update,4,4,official-bureaucratic,spear-phishing personalized,True,gemini_3,"[TYPE] E-mail
[SENDER] ZUS
[TITLE] Wniosek o 800+ wymaga korekty
[CONTENT] Szanowny Rodzicu, weryfikacja Twojego wniosku o świadczenie wychowawcze 800+ wykazała nieścisłości w danych dotyczących dochodów członków rodziny. Aby uniknąć wstrzymania wypłaty świadczenia na kolejne miesiące, konieczne jest złożenie korekty wniosku oraz dołączenie wymaganych załączników. Proces ten możesz przeprowadzić w pełni online, logując się do specjalnego panelu weryfikacyjnego ZUS: 800plus-korekta-wniosku.pl/login/9s2d1v. Masz na to 7 dni od daty otrzymania tej wiadomości, po tym czasie wniosek zostanie odrzucony bez możliwości odwołania."
E-mail,Facebook: Konto tymczasowo zablokowane,"Witaj, Twoje konto Facebook zostalo zablokowane z powodu naruszenia Standardow Spolecznosci (falszywa tozsamosc). Aby odzyskac dostep, musisz potwierdzic swoja tozsamosc. Kliknij tutaj: [facebook-account-verify-check.com/secure/93K2](https://www.google.com/search?q=https://facebook-account-verify-check.com/secure/93K2) . Masz 30 dni na odwolanie. Zespol Facebook.",Inny,Account block warning,5,3,colloquial,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Facebook: Konto tymczasowo zablokowane
[CONTENT] Witaj, Twoje konto Facebook zostalo zablokowane z powodu naruszenia Standardow Spolecznosci (falszywa tozsamosc). Aby odzyskac dostep, musisz potwierdzic swoja tozsamosc. Kliknij tutaj: [facebook-account-verify-check.com/secure/93K2](https://www.google.com/search?q=https://facebook-account-verify-check.com/secure/93K2) . Masz 30 dni na odwolanie. Zespol Facebook."
SMS,Brak,Pekao: Wykryto podejrzana transakcje w internecie. Zablokowalismy dostep do karty. Odblokuj: pekao24-blokada-karty-check.net/verify/10M1,Pekao,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] Pekao
[TITLE] Brak
[CONTENT] Pekao: Wykryto podejrzana transakcje w internecie. Zablokowalismy dostep do karty. Odblokuj: pekao24-blokada-karty-check.net/verify/10M1"
E-mail,Rejestracja w IKP zakonczona,"Witamy, Twoje Internetowe Konto Pacjenta zostalo aktywowane. Mozesz teraz przegladac historie leczenia, e-recepty i skierowania. Zachecamy do zainstalowania aplikacji mojeIKP. Dziekujemy za korzystanie z uslug e-Zdrowia. Ministerstwo Zdrowia.",Inny,Login / verification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Rejestracja w IKP zakonczona
[CONTENT] Witamy, Twoje Internetowe Konto Pacjenta zostalo aktywowane. Mozesz teraz przegladac historie leczenia, e-recepty i skierowania. Zachecamy do zainstalowania aplikacji mojeIKP. Dziekujemy za korzystanie z uslug e-Zdrowia. Ministerstwo Zdrowia."
SMS,Brak,"InPost: Twoja paczka o numerze 6382910293 jest za ciezka. Wymagana doplata 2.99 PLN. Oplac, aby uniknac zwrotu: inpost-doplata-waga-gabaryt.eu/pay/92K1",InPost,Parcel tracking,4,2,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] InPost: Twoja paczka o numerze 6382910293 jest za ciezka. Wymagana doplata 2.99 PLN. Oplac, aby uniknac zwrotu: inpost-doplata-waga-gabaryt.eu/pay/92K1"
SMS,Brak,"PKO BP: Potwierdzenie zmiany adresu zamieszkania. Jesli nie zlecales tej zmiany, skontaktuj sie z nami: 800302302.",PKO BP,Data / certificate update,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] PKO BP
[TITLE] Brak
[CONTENT] PKO BP: Potwierdzenie zmiany adresu zamieszkania. Jesli nie zlecales tej zmiany, skontaktuj sie z nami: 800302302."
SMS,Brak,InPost: Twoja paczka nr 6281902938 zostala odebrana z Paczkomatu. Dziekujemy za skorzystanie z uslug.,InPost,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] InPost: Twoja paczka nr 6281902938 zostala odebrana z Paczkomatu. Dziekujemy za skorzystanie z uslug."
E-mail,Potwierdzenie przelewu - PKO BP,"Witaj, potwierdzamy wykonanie przelewu krajowego na kwote 500,00 PLN z Twojego konta w PKO Banku Polskim. Odbiorca: Jan Nowak. Tytul: Zwrot pozyczki. Srodki zostaly pobrane z Twojego salda. Szczegoly operacji znajdziesz w historii transakcji w serwisie iPKO. Dziekujemy za korzystanie z uslug PKO BP.",PKO BP,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] PKO BP
[TITLE] Potwierdzenie przelewu - PKO BP
[CONTENT] Witaj, potwierdzamy wykonanie przelewu krajowego na kwote 500,00 PLN z Twojego konta w PKO Banku Polskim. Odbiorca: Jan Nowak. Tytul: Zwrot pozyczki. Srodki zostaly pobrane z Twojego salda. Szczegoly operacji znajdziesz w historii transakcji w serwisie iPKO. Dziekujemy za korzystanie z uslug PKO BP."
E-mail,Wygrana w konkursie ING,"Szanowni Klienci, gratulujemy wygranej w naszym konkursie bankowym ING. Nagroda to 1000 zl. Odbierz ja na ing-win.pl/w/6R8M1K3P5Q7 wprowadzajac kod 7394. Szczegoly promocji sa dostepne na stronie. To unikalna szansa, nie przegap.",ING,Prize / lottery / voucher,5,3,with grammatical errors,fake prize / win,True,grok_4.1,"[TYPE] E-mail
[SENDER] ING
[TITLE] Wygrana w konkursie ING
[CONTENT] Szanowni Klienci, gratulujemy wygranej w naszym konkursie bankowym ING. Nagroda to 1000 zl. Odbierz ja na ing-win.pl/w/6R8M1K3P5Q7 wprowadzajac kod 7394. Szczegoly promocji sa dostepne na stronie. To unikalna szansa, nie przegap."
